post_no,day,day_of_week,meal_time,course_no,course,course_kcal,course_protein,course_na,soldout,soldout_time,is_soldout
926901289,2023-07-12,Wednesday,lunch,[1],"분짜플레터(간장돼지불고기*쌀국수*짜조)&느억맘소스,쌀국수국물,후리가케밥,양파피클913kcal(단백질:(29g)Na함량:1211mg(염도:0.6%)[COURSE2]경상도식소고기무국,잡곡밥,한식잡채,미트볼조림,청경채나물",872,30,1298.0,NaN,NaN,False
926901290,2023-07-12,Wednesday,dinner,[1],"사골만두전골,잡곡밥,꽈리고추계란장조림,고구마순들깨나물,고추지무침",864,29,1010.0,NaN,NaN,False
926901291,2023-07-13,Thursday,lunch,[1],"자반고등어구이*와사비장,잡곡밥,된장찌개,우엉참깨무침,모듬채소겉절이",885,40,1272.0,NaN,NaN,False
926901291,2023-07-13,Thursday,lunch,[2],"부타동,다시마무채국,수제가지강정,과일샐러드",984,59,1254.0,NaN,NaN,False
926901292,2023-07-13,Thursday,dinner,[1],"묵은지닭두루치기,잡곡밥,오이냉국,탕평채,시래기지짐",940,35,1268.0,NaN,NaN,False
926901292,2023-07-13,Thursday,dinner,[2],"베이컨바질크림떡볶이,우동국물,미니김치볶음밥,모듬튀김(통살오징어,김말이튀김),한입단무지",1060,39,1010.0,NaN,NaN,False
926901293,2023-07-14,Friday,lunch,[1],"뚝배기김치우동,유부초밥,오코노미야끼,유자꼬들단무지",824,28,1247.0,[1],NaN,True
926901293,2023-07-14,Friday,lunch,[2],"소고기숙주볶음,잡곡밥,미역국,매콤두부조림,명엽채땅콩볶음",817,45,1108.0,NaN,NaN,False
926901294,2023-07-14,Friday,dinner,[1],"황태해장국,잡곡밥,궁중섭산적구이,미니새송이파프리카볶음,가지나물",645,25,1152.0,NaN,NaN,False
926901296,2023-07-17,Monday,lunch,[1],"베테랑칼국수,쌀밥(소),강원도식메밀전병,오이지무침,달콤토마토",669,24,1010.0,[1],NaN,True
926901296,2023-07-17,Monday,lunch,[2],"우삼겹부추돌솥밥*양념장,된장찌개,야채계란찜,감자채볶음,구운파래김",772,39,1226.0,NaN,NaN,False
926901299,2023-07-17,Monday,dinner,[1],"계림닭볶음탕,잡곡밥,다시마무채국,두부구이*양념장,숙주나물",906,54,1112.0,[1],NaN,True
926901299,2023-07-17,Monday,dinner,[2],"하이라이스&미니함박,우동국물,고로케*칠리소스,무말랭이무침",980,33,1220.0,NaN,NaN,False
926901300,2023-07-18,Tuesday,lunch,[1],"고갈비구이,잡곡밥,몽글몽글순두부탕*양념장,느타리버섯볶음,열무된장나물",607,30,1133.0,[1],NaN,True
926901300,2023-07-18,Tuesday,lunch,[2],"아몬드크럼블돈까스&구운채소,흑미밥(소),크림수프,프렌치토스트,블루베리무피클",1048,43,1274.0,NaN,NaN,False
926901301,2023-07-18,Tuesday,dinner,[1],"알리오올리오파스타,크로엣지피자(스위트애플크럼블),치킨텐더&머스타드소스,오이피클,탄산음료",937,34,1118.0,NaN,NaN,False
926901301,2023-07-18,Tuesday,dinner,[2],"육개장,잡곡밥,해물완자전,청포묵김가루무침,고들빼기무침",757,32,1212.0,NaN,NaN,False
926901303,2023-07-19,Wednesday,lunch,[1],"미나리나주곰탕,잡곡밥,부추장떡,브로콜리통마늘볶음,오징어젓무생채",749,31,1216.0,NaN,NaN,False
926901303,2023-07-19,Wednesday,lunch,[2],"잠발라야볶음밥&닭다리구이,맑은팽이국,피쉬커틀릿&타르타르소스,양배추적채초절임",1004,74,1301.0,[2],NaN,True
926901305,2023-07-19,Wednesday,dinner,[1],"통마늘돼지불백,잡곡밥,콩가루배추국,돈저냐구이&파채,청경채겉절이",779,51,1017.0,[1],NaN,True
926901306,2023-07-20,Thursday,lunch,[1],"<헬시데이메뉴>70.1%메밀냉소바,귀리점보유부초밥,두부코코넛커틀릿&일식돈까스소스,락교&치자단무지",964,45,1203.0,[1],NaN,True
926901306,2023-07-20,Thursday,lunch,[2],"돈목살김치찜,잡곡밥,시금치된장국,호박새우젓볶음,명엽채땅콩조림",718,37,1237.0,NaN,NaN,False
926901307,2023-07-20,Thursday,dinner,[1],"느타리버섯무밥*양념장,시래기되비지찌개,언양식불고기,가지나물,오이깍둑무침",819,33,1061.0,[1],NaN,True
926901307,2023-07-20,Thursday,dinner,[2],"고추잡채덮밥&꽃빵,계란파국,후르츠탕수육,짜사이무침",977,56,1177.0,NaN,NaN,False
926901308,2023-07-21,Friday,lunch,[1],"철판오징어볶음&소면사리,잡곡밥,감자양파국,옛날소시지전&케첩,미역레몬초무침",749,32,1240.0,[1],NaN,True
926901308,2023-07-21,Friday,lunch,[2],"소고기미나리볶음밥&계란프라이,유부장국,야채비빔교자만두,오복지무침",915,27,1223.0,NaN,NaN,False
926901309,2023-07-21,Friday,dinner,[1],"전주콩나물국밥*새우젓,잡곡밥,모듬장조림,얼갈이나물,삼색겨자채무침",668,28,1023.0,NaN,NaN,False
926901311,2023-07-24,Monday,lunch,[1],"고추장삼겹살&양파구이,잡곡밥,미역국,쥐어채볶음,숙주나물무침",983,35,1146.0,NaN,NaN,False
926901311,2023-07-24,Monday,lunch,[2],"가라아게파채덮밥,꼬치어묵국,순두부샐러드&참깨드레싱,간장무채장아찌",971,59,1126.0,NaN,NaN,False
926901314,2023-07-24,Monday,dinner,[1],"순대국밥,잡곡밥,호박채전.견과멸치볶음,풋고추양파된장무침",851,29,1299.0,[1],NaN,True
926901314,2023-07-24,Monday,dinner,[2],"소고기깍두기볶음밥&계란프라이,팽이버섯된장국,새우볼카츠&타르타르소스,부추겉절이",943,36,1101.0,NaN,NaN,False
926901315,2023-07-25,Tuesday,lunch,"[1, 2]","<런치스페셜>통오징어숙회물국수,쌀밥(소),바싹불고기*참나물무침,교자만두찜,궁채절임",989,62,1289.0,NaN,NaN,False
926901317,2023-07-25,Tuesday,dinner,[1],"김치돈육두루치기,잡곡밥,유채된장국,메추리알곤약장조림,미역줄기볶음",765,45,1101.0,NaN,NaN,False
926901317,2023-07-25,Tuesday,dinner,[2],"가츠동돈부리,우동국물,방울토마토보코치니치즈&발사믹D,락교&초생강",865,29,1181.0,[2],NaN,True
926901318,2023-07-26,Wednesday,lunch,[1],"불고기퀘사디아&양념감자튀김,*샤워크림/살사소스,콜드파스타,오이피클할라피뇨,탄산음료",754,20,1184.0,[1],NaN,True
926901318,2023-07-26,Wednesday,lunch,[2],"훈제오리볶음,잡곡밥,아욱된장국,김치전,머스타드소스*무쌈",652,22,1019.0,[2],NaN,True
926901319,2023-07-26,Wednesday,dinner,[1],"버섯불고기전골,잡곡밥,데리야끼미트볼조림,탕평채,고구마순나물",870,41,1292.0,NaN,NaN,False
926901319,2023-07-26,Wednesday,dinner,[2],"해물필라프,맑은유부국,오지치즈프라이,블루베리무피클",977,33,1057.0,NaN,NaN,False
926901321,2023-07-27,Thursday,lunch,[1],"들깨북어콩나물해장국,잡곡밥,너비아니구이,부들어묵볶음,알마늘장아찌무침",870,40,1278.0,NaN,NaN,False
926901321,2023-07-27,Thursday,lunch,[2],"마파두부덮밥,계란파국,지파이유린기,짜사이무침",848,40,1248.0,[2],NaN,True
926901322,2023-07-27,Thursday,dinner,[1],"취나물영양밥&부추양념장,청국장찌개,두절가자미구이,파프리카우엉채조림,건파래자반",819,27,796.0,[1],NaN,True
926901322,2023-07-27,Thursday,dinner,[2],"아라비아따파스타,옥수수크림스프,빌소시지구이&구운채소*머스타드S,모듬채소피클",921,39,1002.0,NaN,NaN,False
926901323,2023-07-28,Friday,lunch,[1],"열무김치비빔국수,냉면육수,보리밥(소),녹두전,오복지무침",957,37,1251.0,[1],NaN,True
926901323,2023-07-28,Friday,lunch,[2],"매실청돈육불고기,잡곡밥,콩가루배추된장국,브로콜리채소볶음,고들빼기무침",653,32,1159.0,NaN,NaN,False
926901324,2023-07-28,Friday,dinner,[1],"닭곰탕,잡곡밥,오징어초무침,단호박타락묵&양념장,양파초절임",629,32,1171.0,NaN,NaN,False
926901326,2023-07-31,Monday,lunch,[1],"콩비지찌개,잡곡밥,야채계란찜,가지나물,열무된장나물",740,38,1042.0,NaN,NaN,False
926901326,2023-07-31,Monday,lunch,[2],"베이컨갈릭볶음밥,맑은팽이버섯국,순살닭강정,마늘쫑무침",896,47,1235.0,[2],NaN,True
926901327,2023-07-31,Monday,dinner,[1],"누룽지봉추찜닭,잡곡밥,두부김치국,숙주나물,청경채마늘볶음",917,66,1122.0,NaN,NaN,False
926901327,2023-07-31,Monday,dinner,[2],"오징어볶음덮밥&김가루,수제비국,단호박부꾸미,맑은오이지무침",798,36,1101.0,NaN,NaN,False
926901328,2023-08-01,Tuesday,lunch,[1],"짜글이김치찌개,쌀밥&계란프라이,한식잡채,연근땅콩조림,풀무원조리김",848,31,1244.0,[1],NaN,True
926901328,2023-08-01,Tuesday,lunch,[2],"일식카레라이스&그릴함박,미소시루,고로케*케첩,적채양파초절임",886,26,1144.0,NaN,NaN,False
926901329,2023-08-01,Tuesday,dinner,[1],"동태지리탕,잡곡밥,식물성런천미트&케찹,느타리버섯볶음,반반콩자반",750,47,1218.0,[1],NaN,True
926901329,2023-08-01,Tuesday,dinner,[2],"간장불고기묵채비빔밥,고추장찌개,세사미두부카츠,브로콜리흑임자무침,간장양념장",727,24,1124.0,NaN,NaN,False
926901330,2023-08-02,Wednesday,lunch,[1],"사천해물자장면,쌀밥(소),계란파국,꿔바로우,짜사이무침",937,36,1208.0,NaN,NaN,False
926901330,2023-08-02,Wednesday,lunch,[2],"양지탕,잡곡밥,해물부추전,감자채볶음,깻잎지무침",747,22,1019.0,NaN,NaN,False
926901331,2023-08-02,Wednesday,dinner,[1],"소고기샤브샤브*겨자장,잡곡밥,돈저냐구이*파채,무들깨나물,명엽채땅콩조림",797,39,1113.0,NaN,NaN,False
926901331,2023-08-02,Wednesday,dinner,[2],"핫도그떡볶이,맑은유부국,참치마요덮밥,순대찜,한입단무지",1002,33,1091.0,[2],NaN,True
926901332,2023-08-03,Thursday,lunch,[1],"제철식재<도라지>,닭보쌈,잡곡밥,얼갈이된장국,두부구이*양념장,도라지채오이무침",679,50,1248.0,NaN,NaN,False
926901332,2023-08-03,Thursday,lunch,[2],"제철식재<고구마>,경양식돈까스&고구마사라다,옥수수크림스프,쌀밥(소),모닝빵&딸기쨈,수제모듬피클",883,25,1044.0,[2],NaN,True
926901333,2023-08-03,Thursday,dinner,[1],"매콤콩나물두루치기,잡곡밥,감자양파국,비엔나소시지케첩조림,양배추쌈&쌈장",945,39,1197.0,NaN,NaN,False
926901333,2023-08-03,Thursday,dinner,[2],"소고기할라피뇨볶음밥&계란프라이,다시마무채국,청파래오징어까스&타르타르S,삼색겨자채무침",858,31,1119.0,NaN,NaN,False
926901334,2023-08-04,Friday,lunch,[1],"육감쫄면,우동국물,후리가케밥,군만두튀김,한입단무지",1001,55,1174.0,[1],NaN,True
926901334,2023-08-04,Friday,lunch,[2],"소고기미역국,잡곡밥,도톰완자전,미니새송이버섯볶음,무말랭이무침",629,27,1013.0,NaN,NaN,False
926901335,2023-08-04,Friday,dinner,[1],"유부주머니어묵전골*와사비장,잡곡밥,매콤모듬장조림,고구마순나물,고춧잎무침",809,38,1293.0,NaN,NaN,False
926901337,2023-08-07,Monday,lunch,[1],"설렁탕,잡곡밥,부추장떡,멸치견과볶음,알마늘장아찌무침",853,29,1166.0,NaN,NaN,False
926901337,2023-08-07,Monday,lunch,[2],"소보로돌솥비빔밥,어묵국,모듬튀김,한입단무지",971,46,1318.0,NaN,NaN,False
926901339,2023-08-08,Tuesday,lunch,[1],"우육탕면,쌀밥,수제가지탕수,치자단무지",935,41,1031.0,[1],NaN,True
926901339,2023-08-08,Tuesday,lunch,[2],"꼬막영양밥*양념장,미니묵사발,언양식떡갈비,느타리버섯볶음,궁채장아찌",674,22,1248.0,NaN,NaN,False
926901340,2023-08-08,Tuesday,dinner,[1],"순두부찌개,잡곡밥,해물완자전,건새우마늘쫑볶음,무말랭이무침",750,36,1288.0,NaN,NaN,False
926901340,2023-08-08,Tuesday,dinner,[2],"치킨데리야끼덮밥,미소시루,야채튀김*초간장,꼬들유자단무지채",676,23,1204.0,NaN,NaN,False
926901342,2023-08-09,Wednesday,lunch,[1],"돼지양념구이*양파볶음,잡곡밥,들깨미역국,두부구이*양념장,오이양파무침",909,72,1064.0,NaN,NaN,False
926901342,2023-08-09,Wednesday,lunch,[2],"불고기크림리조또,크로엣지피자(미트칠리토마토),수제모듬피클,탄산음료",1086,40,1041.0,NaN,NaN,False
926901343,2023-08-09,Wednesday,dinner,[1],"볼락한마리구이,잡곡밥,된장찌개,비엔나소시지볶음,시래기지짐",839,39,1015.0,NaN,NaN,False
926901343,2023-08-09,Wednesday,dinner,[2],"산채들기름볶음밥&계란프라이,김치국,연어치즈까스&타르타르소스,우엉참깨무침,약고추장",996,43,1276.0,[2],NaN,True
926901344,2023-08-10,Thursday,lunch,[1],"말복특식닭다리살스테이크정식(닭다리살구이&구운야채&소스),달걀볶음밥,양송이크림수프,블루베리무피클",912,46,1211.0,NaN,NaN,False
926901344,2023-08-10,Thursday,lunch,[2],"치즈부대전골&라면사리,잡곡밥,호박채전,부들어묵볶음,건파래자반볶음",937,36,1158.0,[2],NaN,True
926901345,2023-08-10,Thursday,dinner,[1],"뼈없는감자탕,잡곡밥,야채계란말이,반반콩자반,풋고추양파된장무침",957,62,1287.0,NaN,NaN,False
926901347,2023-08-11,Friday,lunch,[1],"물냉면,김가루밥,섭산적구이&파채무침,냉면무김치",981,38,1100.0,[1],NaN,True
926901347,2023-08-11,Friday,lunch,[2],"소고기숙주볶음,잡곡밥,오이냉국,고구마순들깨나물,고들빼기무침",673,22,1121.0,NaN,NaN,False
926901348,2023-08-11,Friday,dinner,[1],"떡만두국,잡곡밥,골뱅이채소무침,청포묵*김가루,미역줄기볶음",989,26,1007.0,NaN,NaN,False
926901350,2023-08-14,Monday,lunch,[1],"계림닭볶음탕,잡곡밥,다시마무채국,새우젓호박볶음,콩나물파채무침",957,63,1004.0,NaN,NaN,False
926901350,2023-08-14,Monday,lunch,[2],"멜팅치즈돈까스,옥수수밥(소),크림수프,마늘바게트,오이피클",1002,33,1128.0,[2],NaN,True
926901352,2023-08-14,Monday,dinner,[1],"돈육생강장불고기,잡곡밥,두부김치국,마늘쫑무침,양배추쌈*쌈장",758,40,1051.0,NaN,NaN,False
926901352,2023-08-14,Monday,dinner,[2],"중화식버섯잡채덮밥,계란파국.군만두유린기,중화식오이무침",841,20,1220.0,NaN,NaN,False
926901353,2023-08-16,Wednesday,lunch,[1],"소고기된장찌개,잡곡밥,깻잎부추전,명엽채조림,청경채겉절이",780,34,1226.0,NaN,NaN,False
926901353,2023-08-16,Wednesday,lunch,[2],"옛날카레라이스&왕새우튀김,미소시루,보코치니방울토마토&발사믹D,단무지무침",745,25,1155.0,NaN,NaN,False
926901356,2023-08-16,Wednesday,dinner,[1],"부타야끼소바,쌀밥(소),우동국물,모듬춘권,락교&초생강",980,43,1219.0,NaN,NaN,False
926901356,2023-08-16,Wednesday,dinner,[2],"육개장,잡곡밥,언양식불고기,우엉파프리카볶음,미역레몬초무침",777,31,1184.0,[2],NaN,True
926901357,2023-08-17,Thursday,lunch,[1],"돈목살김치찜,잡곡밥,감자양파국,가지나물,브로콜리통마늘볶음",715,34,1227.0,[1],NaN,True
926901357,2023-08-17,Thursday,lunch,[2],"헬시데이곤약쌀불고기덮밥,콩나물냉국,두부카츠,적채무피클,수박",597,35,1065.0,NaN,NaN,False
926901359,2023-08-17,Thursday,dinner,[1],"뼈없는닭갈비,잡곡밥,수제비국,미니새송이채소볶음,무쌈겨자채무침",916,36,1149.0,[1],NaN,True
926901359,2023-08-17,Thursday,dinner,[2],"햄마늘쫑볶음밥,팽이버섯장국,피쉬커틀릿&크리미어니언소스,오복지무침",879,36,1149.0,NaN,NaN,False
926901360,2023-08-18,Friday,lunch,[1],"마라탕면,쌀밥(소),꿔바로우,짜사이무침",1051,43,1270.0,NaN,NaN,False
926901360,2023-08-18,Friday,lunch,[2],"자반고등어구이*와사비장,잡곡밥,청국장찌개,알감자조림,오이깍뚝무침",968,46,1178.0,NaN,NaN,False
926901361,2023-08-18,Friday,dinner,[1],"전주콩나물국밥,잡곡밥,옥수수맛살전,연근땅콩조림,고추지무침",855,36,1141.0,NaN,NaN,False
926901363,2023-08-21,Monday,lunch,[1],"고추장삼겹살구이,잡곡밥,시금치된장국,쥐어채조림,치커리겉절이",983,39,1167.0,[1],NaN,True
926901363,2023-08-21,Monday,lunch,[2],"해물나시고랭,쌀국수국물,모듬춘권*칠리소스,레몬양파초절임",915,62,1080.0,NaN,NaN,False
926901364,2023-08-21,Monday,dinner,[1],"황태미역국,잡곡밥,너비아니&파채,느타리버섯볶음,숙주나물무침",635,26,1088.0,NaN,NaN,False
926901364,2023-08-21,Monday,dinner,[2],"장조림버터비빔밥,맑은유부국,새우볼꼬치*타르타르소스,오복지무침",972,42,1225.0,[2],NaN,True
926901365,2023-08-22,Tuesday,lunch,[1],"바질페스토파스타,치즈스틱*케찹,수제모듬피클,탄산음료",719,20,1160.0,NaN,NaN,False
926901365,2023-08-22,Tuesday,lunch,[2],"사골만두전골,잡곡밥,충무식오징어무침,감자채볶음,마늘쫑무침",959,38,1281.0,NaN,NaN,False
926901366,2023-08-22,Tuesday,dinner,[1],"통마늘돼지불백,잡곡밥,수제비국,고구마순들깨나물,무말랭이무침",974,46,1230.0,[1],NaN,True
926901366,2023-08-22,Tuesday,dinner,[2],"불닭마요덮밥,오이냉국,야채계란찜,브로콜리두부무침",962,57,1078.0,NaN,NaN,False
926901367,2023-08-23,Wednesday,lunch,[1],"김치말이국수,김가루밥,녹두전,양파고추초절임,달콤토마토",697,27,1154.0,NaN,NaN,False
926901367,2023-08-23,Wednesday,lunch,[2],"철판훈제오리볶음&구운양파,잡곡밥,아욱국,알마늘지무침,무쌈*머스터드소스",693,22,1045.0,NaN,NaN,False
926901368,2023-08-23,Wednesday,dinner,[1],"장터국밥,잡곡밥,미트볼데리야끼볶음,가지구이*양념장,멸치견과볶음",766,58,1174.0,[1],NaN,True
926901368,2023-08-23,Wednesday,dinner,[2],"소고기우엉볶음밥,팽이버섯장국,교자만두&*비빔채소,맑은오이지무침",990,51,1140.0,NaN,NaN,False
926901369,2023-08-24,Thursday,lunch,[1],"돼지국밥*다데기,잡곡밥,양념두부조림,미역줄기볶음,오이양파무침",745,45,1249.0,NaN,NaN,False
926901369,2023-08-24,Thursday,lunch,[2],"하이라이스&멘치까스,우동국물,감자샐러드&견과류,블루베리무피클",979,32,1204.0,[2],NaN,True
926901371,2023-08-24,Thursday,dinner,[1],"취나물영양밥*부추양념장,된장찌개,매콤오징어볶음,볼어묵조림,건파래자반",866,37,1168.0,NaN,NaN,False
926901371,2023-08-24,Thursday,dinner,[2],"뉴욕칠리핫도그,양념웨지감자*케첩,마카로니콘치즈구이,오이피클,탄산음료",967,22,1193.0,NaN,NaN,False
926901373,2023-08-25,Friday,lunch,"[1, 2]","런치스페셜낙삼새,쌀밥&김가루,콩나물국,도톰완자전,참나물흑임자무침",984,60,1112.0,NaN,NaN,False
926901374,2023-08-25,Friday,dinner,[1],"나주곰탕,잡곡밥,바싹김치전,탕평채,고들빼기무침",671,24,1074.0,NaN,NaN,False
